p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,player,alg,uci
.,.,.,.,.,.,.,.,.,.,.,.,.,p,k,.,.,n,.,p,.,.,.,.,p,.,p,P,p,P,p,.,P,.,P,.,P,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,.,N,.,K,.,.,.,B,.,.,.,.,white,Bb3,d1b3
.,.,.,.,.,.,.,.,.,.,.,.,.,.,k,.,.,n,.,p,.,p,.,.,p,.,p,P,p,P,p,.,P,.,P,.,P,.,.,p,.,B,.,.,.,.,.,.,.,.,.,.,.,N,.,K,.,.,.,.,.,.,.,.,white,Kh3,h2h3
.,.,.,.,.,.,.,.,.,.,.,n,.,.,k,.,.,.,.,p,.,p,.,.,p,.,p,P,p,P,p,.,P,.,P,.,P,.,.,p,.,B,.,.,.,.,.,K,.,.,.,.,.,N,.,.,.,.,.,.,.,.,.,.,white,Kg4,h3g4
.,.,.,.,.,.,.,.,.,.,.,n,.,.,.,.,.,.,.,p,.,p,.,k,p,.,p,P,p,P,p,.,P,.,P,.,P,.,K,p,.,B,.,.,.,.,.,.,.,.,.,.,.,N,.,.,.,.,.,.,.,.,.,.,white,Kf3,g4f3
.,.,.,.,.,.,.,.,.,.,.,n,.,.,.,.,.,.,.,p,.,p,.,.,p,.,p,P,p,P,p,k,P,.,P,.,P,.,.,p,.,B,.,.,.,K,.,.,.,.,.,.,.,N,.,.,.,.,.,.,.,.,.,.,white,Bd1,b3d1
.,.,.,.,.,.,.,.,.,.,.,n,.,.,.,.,.,.,.,p,.,p,.,k,p,.,p,P,p,P,p,.,P,.,P,.,P,.,.,p,.,.,.,.,.,K,.,.,.,.,.,.,.,N,.,.,.,.,.,B,.,.,.,.,white,Nd3,f2d3
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,n,.,p,.,p,.,k,p,.,p,P,p,P,p,.,P,.,P,.,P,.,.,p,.,.,.,N,.,K,.,.,.,.,.,.,.,.,.,.,.,.,.,B,.,.,.,.,white,Bb3,d1b3
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,n,.,p,.,p,.,.,p,.,p,P,p,P,p,k,P,.,P,.,P,.,.,p,.,B,.,N,.,K,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,Nf2,d3f2
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,n,.,p,.,p,.,k,p,.,p,P,p,P,p,.,P,.,P,.,P,.,.,p,.,B,.,.,.,K,.,.,.,.,.,.,.,N,.,.,.,.,.,.,.,.,.,.,white,Ng4+,f2g4
.,.,.,.,.,.,.,.,.,.,.,.,.,.,k,.,.,n,.,p,.,p,.,.,p,.,p,P,p,P,p,.,P,.,P,.,P,.,N,p,.,B,.,.,.,K,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,Ne3,g4e3
.,.,.,.,.,.,.,.,.,.,.,.,.,k,.,.,.,n,.,p,.,p,.,.,p,.,p,P,p,P,p,.,P,.,P,.,P,.,.,p,.,B,.,.,N,K,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,Kg4,f3g4
.,.,.,.,.,.,.,.,.,.,.,.,.,.,k,.,.,n,.,p,.,p,.,.,p,.,p,P,p,P,p,.,P,.,P,.,P,.,K,p,.,B,.,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,Nd1,e3d1
.,.,.,.,.,.,.,.,.,.,.,.,.,k,.,.,.,n,.,p,.,p,.,.,p,.,p,P,p,P,p,.,P,.,P,.,P,.,K,p,.,B,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,N,.,.,.,.,white,Kh5,g4h5
.,.,.,.,.,.,.,.,.,.,.,.,.,.,k,.,.,n,.,p,.,p,.,.,p,.,p,P,p,P,p,K,P,.,P,.,P,.,.,p,.,B,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,N,.,.,.,.,white,Nf2,d1f2
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,k,.,n,.,p,.,p,.,.,p,.,p,P,p,P,p,K,P,.,P,.,P,.,.,p,.,B,.,.,.,.,.,.,.,.,.,.,.,N,.,.,.,.,.,.,.,.,.,.,white,Kg4,h5g4
.,.,.,.,.,.,.,.,.,.,.,.,.,.,k,.,.,n,.,p,.,p,.,.,p,.,p,P,p,P,p,.,P,.,P,.,P,.,K,p,.,B,.,.,.,.,.,.,.,.,.,.,.,N,.,.,.,.,.,.,.,.,.,.,white,Nd1,f2d1
.,.,.,.,.,.,.,.,.,.,.,.,.,k,.,.,.,n,.,p,.,p,.,.,p,.,p,P,p,P,p,.,P,.,P,.,P,.,K,p,.,B,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,N,.,.,.,.,white,Nc3,d1c3
.,.,.,.,.,.,.,.,.,.,.,.,k,.,.,.,.,n,.,p,.,p,.,.,p,.,p,P,p,P,p,.,P,.,P,.,P,.,K,p,.,B,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,Nb5,c3b5
.,.,.,.,.,.,.,.,.,.,.,k,.,.,.,.,.,n,.,p,.,p,.,.,p,N,p,P,p,P,p,.,P,.,P,.,P,.,K,p,.,B,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,Na7,b5a7
n,.,.,.,.,.,.,.,N,.,.,k,.,.,.,.,.,.,.,p,.,p,.,.,p,.,p,P,p,P,p,.,P,.,P,.,P,.,K,p,.,B,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,Nc6,a7c6
.,.,.,.,.,.,.,.,.,.,n,k,.,.,.,.,.,.,N,p,.,p,.,.,p,.,p,P,p,P,p,.,P,.,P,.,P,.,K,p,.,B,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,Nxa5,c6a5
.,.,.,.,.,.,.,.,.,.,.,k,.,.,.,.,n,.,.,p,.,p,.,.,N,.,p,P,p,P,p,.,P,.,P,.,P,.,K,p,.,B,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,Nc6,a5c6
.,.,.,.,.,.,.,.,.,.,n,k,.,.,.,.,.,.,N,p,.,p,.,.,.,.,p,P,p,P,p,.,P,.,P,.,P,.,K,p,.,B,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,a5,a4a5
.,.,.,.,n,.,.,.,.,.,.,k,.,.,.,.,.,.,N,p,.,p,.,.,P,.,p,P,p,P,p,.,.,.,P,.,P,.,K,p,.,B,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,Ba4,b3a4
.,.,.,.,n,.,.,.,.,.,k,.,.,.,.,.,.,.,N,p,.,p,.,.,P,.,p,P,p,P,p,.,B,.,P,.,P,.,K,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,Na7,c6a7
.,.,.,.,.,.,.,.,N,.,k,.,.,.,n,.,.,.,.,p,.,p,.,.,P,.,p,P,p,P,p,.,B,.,P,.,P,.,K,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,Nb5+,a7b5
.,.,.,.,.,.,.,.,.,k,.,.,.,.,n,.,.,.,.,p,.,p,.,.,P,N,p,P,p,P,p,.,B,.,P,.,P,.,K,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,Nxd6+,b5d6
.,.,.,.,.,.,.,.,.,.,.,.,.,.,n,.,k,.,.,N,.,p,.,.,P,.,p,P,p,P,p,.,B,.,P,.,P,.,K,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,Nf7,d6f7
r,n,b,q,k,b,n,r,p,p,p,p,p,p,p,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,P,P,P,P,P,P,P,R,N,B,Q,K,B,N,R,white,d4,d2d4
r,n,b,q,k,b,n,r,p,p,p,p,p,p,p,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,P,P,P,P,P,P,P,R,N,B,Q,K,B,N,R,white,e4,e2e4
r,n,b,q,k,b,n,r,p,p,.,p,p,p,p,p,.,.,.,.,.,.,.,.,.,.,p,.,.,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,.,.,.,P,P,P,P,.,P,P,P,R,N,B,Q,K,B,N,R,white,Nf3,g1f3
r,n,b,q,k,b,n,r,p,p,.,.,p,p,p,p,.,.,.,p,.,.,.,.,.,.,p,.,.,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,N,.,.,P,P,P,P,.,P,P,P,R,N,B,Q,K,B,.,R,white,d4,d2d4
r,n,b,q,k,b,n,r,p,p,.,.,p,p,p,p,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,p,P,.,.,.,.,.,.,.,.,N,.,.,P,P,P,.,.,P,P,P,R,N,B,Q,K,B,.,R,white,Nxd4,f3d4
r,n,b,q,k,b,.,r,p,p,.,.,p,p,p,p,.,.,.,p,.,n,.,.,.,.,.,.,.,.,.,.,.,.,.,N,P,.,.,.,.,.,.,.,.,.,.,.,P,P,P,.,.,P,P,P,R,N,B,Q,K,B,.,R,white,Nc3,b1c3
r,n,b,q,k,b,.,r,p,p,.,.,p,p,.,p,.,.,.,p,.,n,p,.,.,.,.,.,.,.,.,.,.,.,.,N,P,.,.,.,.,.,N,.,.,.,.,.,P,P,P,.,.,P,P,P,R,.,B,Q,K,B,.,R,white,Be3,c1e3
r,n,b,q,k,.,.,r,p,p,.,.,p,p,b,p,.,.,.,p,.,n,p,.,.,.,.,.,.,.,.,.,.,.,.,N,P,.,.,.,.,.,N,.,B,.,.,.,P,P,P,.,.,P,P,P,R,.,.,Q,K,B,.,R,white,f3,f2f3
r,n,b,q,.,r,k,.,p,p,.,.,p,p,b,p,.,.,.,p,.,n,p,.,.,.,.,.,.,.,.,.,.,.,.,N,P,.,.,.,.,.,N,.,B,P,.,.,P,P,P,.,.,.,P,P,R,.,.,Q,K,B,.,R,white,Qd2,d1d2
r,.,b,q,.,r,k,.,p,p,.,.,p,p,b,p,.,.,n,p,.,n,p,.,.,.,.,.,.,.,.,.,.,.,.,N,P,.,.,.,.,.,N,.,B,P,.,.,P,P,P,Q,.,.,P,P,R,.,.,.,K,B,.,R,white,Bc4,f1c4
r,.,.,q,.,r,k,.,p,p,.,b,p,p,b,p,.,.,n,p,.,n,p,.,.,.,.,.,.,.,.,.,.,.,B,N,P,.,.,.,.,.,N,.,B,P,.,.,P,P,P,Q,.,.,P,P,R,.,.,.,K,.,.,R,white,O-O-O,e1c1
.,.,r,q,.,r,k,.,p,p,.,b,p,p,b,p,.,.,n,p,.,n,p,.,.,.,.,.,.,.,.,.,.,.,B,N,P,.,.,.,.,.,N,.,B,P,.,.,P,P,P,Q,.,.,P,P,.,.,K,R,.,.,.,R,white,Bb3,c4b3
.,.,r,q,.,r,k,.,p,p,.,b,p,p,b,p,.,.,.,p,.,n,p,.,.,.,.,.,.,.,.,.,.,.,.,n,P,.,.,.,.,B,N,.,B,P,.,.,P,P,P,Q,.,.,P,P,.,.,K,R,.,.,.,R,white,Bxd4,e3d4
.,.,r,q,.,r,k,.,p,.,.,b,p,p,b,p,.,.,.,p,.,n,p,.,.,p,.,.,.,.,.,.,.,.,.,B,P,.,.,.,.,B,N,.,.,P,.,.,P,P,P,Q,.,.,P,P,.,.,K,R,.,.,.,R,white,Kb1,c1b1
.,.,r,q,.,r,k,.,p,.,.,b,p,p,b,p,.,.,.,p,.,n,p,.,.,.,.,.,.,.,.,.,.,p,.,B,P,.,.,.,.,B,N,.,.,P,.,.,P,P,P,Q,.,.,P,P,.,K,.,R,.,.,.,R,white,Bxf6,d4f6
.,.,r,q,.,r,k,.,p,.,.,b,p,p,.,p,.,.,.,p,.,b,p,.,.,.,.,.,.,.,.,.,.,p,.,.,P,.,.,.,.,B,N,.,.,P,.,.,P,P,P,Q,.,.,P,P,.,K,.,R,.,.,.,R,white,Nd5,c3d5
.,.,r,q,.,r,k,.,p,.,.,b,.,p,.,p,.,.,.,p,p,b,p,.,.,.,.,N,.,.,.,.,.,p,.,.,P,.,.,.,.,B,.,.,.,P,.,.,P,P,P,Q,.,.,P,P,.,K,.,R,.,.,.,R,white,Nxf6+,d5f6
.,.,r,.,.,r,k,.,p,.,.,b,.,p,.,p,.,.,.,p,p,q,p,.,.,.,.,.,.,.,.,.,.,p,.,.,P,.,.,.,.,B,.,.,.,P,.,.,P,P,P,Q,.,.,P,P,.,K,.,R,.,.,.,R,white,Qxd6,d2d6
.,.,r,r,.,.,k,.,p,.,.,b,.,p,.,p,.,.,.,Q,p,q,p,.,.,.,.,.,.,.,.,.,.,p,.,.,P,.,.,.,.,B,.,.,.,P,.,.,P,P,P,.,.,.,P,P,.,K,.,R,.,.,.,R,white,Qxb4,d6b4
.,r,.,r,.,.,k,.,p,.,.,b,.,p,.,p,.,.,.,.,p,q,p,.,.,.,.,.,.,.,.,.,.,Q,.,.,P,.,.,.,.,B,.,.,.,P,.,.,P,P,P,.,.,.,P,P,.,K,.,R,.,.,.,R,white,Qd4,b4d4
.,r,.,r,.,.,k,.,p,.,.,b,.,p,.,p,.,.,.,.,.,q,p,.,.,.,.,.,p,.,.,.,.,.,.,Q,P,.,.,.,.,B,.,.,.,P,.,.,P,P,P,.,.,.,P,P,.,K,.,R,.,.,.,R,white,Qxa7,d4a7
.,r,.,r,.,.,k,.,Q,.,.,b,q,p,.,p,.,.,.,.,.,.,p,.,.,.,.,.,p,.,.,.,.,.,.,.,P,.,.,.,.,B,.,.,.,P,.,.,P,P,P,.,.,.,P,P,.,K,.,R,.,.,.,R,white,Ba4,b3a4
.,r,.,r,.,.,k,.,Q,.,.,.,q,p,.,p,.,.,.,.,.,.,p,.,.,.,.,.,p,.,.,.,b,.,.,.,P,.,.,.,.,.,.,.,.,P,.,.,P,P,P,.,.,.,P,P,.,K,.,R,.,.,.,R,white,Qxe7,a7e7
.,r,.,.,r,.,k,.,.,.,.,.,Q,p,.,p,.,.,.,.,.,.,p,.,.,.,.,.,p,.,.,.,b,.,.,.,P,.,.,.,.,.,.,.,.,P,.,.,P,P,P,.,.,.,P,P,.,K,.,R,.,.,.,R,white,Qa3,e7a3
r,.,.,.,r,.,k,.,.,.,.,.,.,p,.,p,.,.,.,.,.,.,p,.,.,.,.,.,p,.,.,.,b,.,.,.,P,.,.,.,Q,.,.,.,.,P,.,.,P,P,P,.,.,.,P,P,.,K,.,R,.,.,.,R,white,Qe3,a3e3
r,.,r,.,.,.,k,.,.,.,.,.,.,p,.,p,.,.,.,.,.,.,p,.,.,.,.,.,p,.,.,.,b,.,.,.,P,.,.,.,.,.,.,.,Q,P,.,.,P,P,P,.,.,.,P,P,.,K,.,R,.,.,.,R,white,b3,b2b3
r,.,r,.,.,.,k,.,.,.,.,.,.,p,.,p,.,.,.,.,.,.,p,.,.,b,.,.,p,.,.,.,.,.,.,.,P,.,.,.,.,P,.,.,Q,P,.,.,P,.,P,.,.,.,P,P,.,K,.,R,.,.,.,R,white,c4,c2c4
r,.,r,.,b,.,k,.,.,.,.,.,.,p,.,p,.,.,.,.,.,.,p,.,.,.,.,.,p,.,.,.,.,.,P,.,P,.,.,.,.,P,.,.,Q,P,.,.,P,.,.,.,.,.,P,P,.,K,.,R,.,.,.,R,white,Rd5,d1d5
r,.,r,.,b,.,k,.,.,.,.,.,.,.,.,p,.,.,.,.,.,p,p,.,.,.,.,R,p,.,.,.,.,.,P,.,P,.,.,.,.,P,.,.,Q,P,.,.,P,.,.,.,.,.,P,P,.,K,.,.,.,.,.,R,white,h4,h2h4
r,.,r,.,b,.,.,.,.,.,.,.,.,.,k,p,.,.,.,.,.,p,p,.,.,.,.,R,p,.,.,.,.,.,P,.,P,.,.,P,.,P,.,.,Q,P,.,.,P,.,.,.,.,.,P,.,.,K,.,.,.,.,.,R,white,h5,h4h5
r,.,r,.,b,.,.,.,.,.,.,.,.,.,k,p,.,.,.,.,.,p,.,.,.,.,.,R,p,.,p,P,.,.,P,.,P,.,.,.,.,P,.,.,Q,P,.,.,P,.,.,.,.,.,P,.,.,K,.,.,.,.,.,R,white,g3,g2g3
r,.,r,.,b,.,.,.,.,.,.,.,.,.,k,.,.,.,.,.,.,p,.,p,.,.,.,R,p,.,p,P,.,.,P,.,P,.,.,.,.,P,.,.,Q,P,P,.,P,.,.,.,.,.,.,.,.,K,.,.,.,.,.,R,white,f4,f3f4
r,.,r,.,b,.,.,.,.,.,.,.,.,.,k,.,.,.,.,.,.,p,.,p,.,.,.,R,p,.,.,P,.,.,P,.,P,P,p,.,.,P,.,.,Q,.,P,.,P,.,.,.,.,.,.,.,.,K,.,.,.,.,.,R,white,fxe5,f4e5
r,.,r,.,b,.,.,.,.,.,.,.,.,.,k,.,.,.,.,.,.,.,.,p,.,.,.,R,p,.,.,P,.,.,P,.,P,.,p,.,.,P,.,.,Q,.,P,.,P,.,.,.,.,.,.,.,.,K,.,.,.,.,.,R,white,Rxe5,d5e5
r,.,r,.,.,.,.,.,.,.,.,.,.,b,k,.,.,.,.,.,.,.,.,p,.,.,.,.,R,.,.,P,.,.,P,.,P,.,p,.,.,P,.,.,Q,.,P,.,P,.,.,.,.,.,.,.,.,K,.,.,.,.,.,R,white,Qd4,e3d4
r,.,.,r,.,.,.,.,.,.,.,.,.,b,k,.,.,.,.,.,.,.,.,p,.,.,.,.,R,.,.,P,.,.,P,Q,P,.,p,.,.,P,.,.,.,.,P,.,P,.,.,.,.,.,.,.,.,K,.,.,.,.,.,R,white,Rd5+,e5d5
r,.,.,r,.,.,.,.,.,.,.,.,.,b,.,k,.,.,.,.,.,.,.,p,.,.,.,R,.,.,.,P,.,.,P,Q,P,.,p,.,.,P,.,.,.,.,P,.,P,.,.,.,.,.,.,.,.,K,.,.,.,.,.,R,white,Rxd8,d5d8
.,.,.,r,.,.,.,.,.,.,.,.,.,b,.,k,.,.,.,.,.,.,.,p,.,.,.,.,.,.,.,P,.,.,P,Q,P,.,p,.,.,P,.,.,.,.,P,.,P,.,.,.,.,.,.,.,.,K,.,.,.,.,.,R,white,Qxd8,d4d8
.,.,.,Q,.,.,.,.,.,.,.,.,.,.,.,k,.,.,.,.,b,.,.,p,.,.,.,.,.,.,.,P,.,.,P,.,P,.,p,.,.,P,.,.,.,.,P,.,P,.,.,.,.,.,.,.,.,K,.,.,.,.,.,R,white,Qe7+,d8e7
.,.,.,.,.,.,.,k,.,.,.,.,Q,.,.,.,.,.,.,.,b,.,.,p,.,.,.,.,.,.,.,P,.,.,P,.,P,.,p,.,.,P,.,.,.,.,P,.,P,.,.,.,.,.,.,.,.,K,.,.,.,.,.,R,white,Qxe6,e7e6
.,.,.,.,.,.,.,.,.,.,.,.,.,.,k,.,.,.,.,.,Q,.,.,p,.,.,.,.,.,.,.,P,.,.,P,.,P,.,p,.,.,P,.,.,.,.,P,.,P,.,.,.,.,.,.,.,.,K,.,.,.,.,.,R,white,Rd1,h1d1
.,.,.,.,.,k,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Q,.,.,p,.,.,.,.,.,.,.,P,.,.,P,.,P,.,p,.,.,P,.,.,.,.,P,.,P,.,.,.,.,.,.,.,.,K,.,R,.,.,.,.,white,Rf1+,d1f1
.,.,.,.,.,.,.,.,.,.,.,.,.,.,k,.,.,.,.,.,Q,.,.,p,.,.,.,.,.,.,.,P,.,.,P,.,P,.,p,.,.,P,.,.,.,.,P,.,P,.,.,.,.,.,.,.,.,K,.,.,.,R,.,.,white,Rf7+,f1f7
.,.,.,.,.,.,k,.,.,.,.,.,.,R,.,.,.,.,.,.,Q,.,.,p,.,.,.,.,.,.,.,P,.,.,P,.,P,.,p,.,.,P,.,.,.,.,P,.,P,.,.,.,.,.,.,.,.,K,.,.,.,.,.,.,white,Qe8#,e6e8
r,n,b,q,k,b,n,r,p,p,p,p,p,p,p,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,.,.,.,P,P,P,P,.,P,P,P,R,N,B,Q,K,B,N,R,black,c5,c7c5
r,n,b,q,k,b,n,r,p,p,.,p,p,p,p,p,.,.,.,.,.,.,.,.,.,.,p,.,.,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,N,.,.,P,P,P,P,.,P,P,P,R,N,B,Q,K,B,.,R,black,d6,d7d6
r,n,b,q,k,b,n,r,p,p,.,.,p,p,p,p,.,.,.,p,.,.,.,.,.,.,p,.,.,.,.,.,.,.,.,P,P,.,.,.,.,.,.,.,.,N,.,.,P,P,P,.,.,P,P,P,R,N,B,Q,K,B,.,R,black,Nf6,g8f6
r,n,b,q,k,b,.,r,p,p,.,.,p,p,p,p,.,.,.,p,.,n,.,.,.,.,p,.,.,.,.,.,.,.,.,P,P,.,.,.,.,.,N,.,.,N,.,.,P,P,P,.,.,P,P,P,R,.,B,Q,K,B,.,R,black,cxd4,c5d4
r,n,b,q,k,b,.,r,p,p,.,.,p,p,p,p,.,.,.,p,.,n,.,.,.,.,.,.,.,.,.,.,.,.,.,N,P,.,.,.,.,.,N,.,.,.,.,.,P,P,P,.,.,P,P,P,R,.,B,Q,K,B,.,R,black,Nc6,b8c6
r,.,b,q,k,b,.,r,p,p,.,.,p,p,p,p,.,.,N,p,.,n,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,.,.,.,.,.,N,.,.,.,.,.,P,P,P,.,.,P,P,P,R,.,B,Q,K,B,.,R,black,bxc6,b7c6
r,.,b,q,k,b,.,r,p,.,.,.,p,p,p,p,.,.,p,p,.,n,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,.,.,.,.,.,N,.,.,.,P,.,P,P,P,.,.,P,.,P,R,.,B,Q,K,B,.,R,black,Bg4,c8g4
r,.,.,q,k,b,.,r,p,.,.,.,p,p,p,p,.,.,p,p,.,n,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,.,b,.,.,.,N,Q,.,.,P,.,P,P,P,.,.,P,.,P,R,.,B,.,K,B,.,R,black,g6,g7g6
r,.,.,q,k,b,.,r,p,.,.,.,p,p,.,p,.,.,p,p,.,n,p,.,.,.,.,.,.,.,.,.,.,.,.,.,P,.,b,.,.,.,N,Q,.,.,P,.,P,P,P,.,.,P,B,P,R,.,B,.,K,.,.,R,black,Bg7,f8g7
r,.,.,q,k,.,.,r,p,.,.,.,p,p,b,p,.,.,p,p,.,n,p,.,.,.,.,.,P,.,.,.,.,.,.,.,.,.,b,.,.,.,N,Q,.,.,P,.,P,P,P,.,.,P,B,P,R,.,B,.,K,.,.,R,black,Nd7,f6d7
r,.,.,q,k,.,.,r,p,.,.,n,p,p,b,p,.,.,p,P,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,b,.,.,.,N,Q,.,.,P,.,P,P,P,.,.,P,B,P,R,.,B,.,K,.,.,R,black,O-O,e8g8
r,.,.,q,.,r,k,.,p,.,.,n,P,p,b,p,.,.,p,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,b,.,.,.,N,Q,.,.,P,.,P,P,P,.,.,P,B,P,R,.,B,.,K,.,.,R,black,Qxe7+,d8e7
r,.,.,.,.,r,k,.,p,.,.,n,q,p,b,p,.,.,p,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,b,.,.,.,N,Q,B,.,P,.,P,P,P,.,.,P,B,P,R,.,.,.,K,.,.,R,black,Ne5,d7e5
r,.,.,.,.,r,k,.,p,.,.,.,q,p,b,p,.,.,p,.,.,.,p,.,.,.,.,.,n,.,.,.,.,.,.,Q,.,.,b,.,.,.,N,.,B,.,P,.,P,P,P,.,.,P,B,P,R,.,.,.,K,.,.,R,black,Nf3+,e5f3
r,.,.,.,.,r,k,.,p,.,.,.,q,p,b,p,.,.,p,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,Q,.,.,b,.,.,.,N,.,B,B,P,.,P,P,P,.,.,P,.,P,R,.,.,.,K,.,.,R,black,Bxd4,g7d4
r,.,.,.,.,r,k,.,p,.,.,.,q,p,.,p,.,.,p,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,b,.,.,B,.,.,.,N,.,B,.,P,.,P,P,P,.,.,P,.,P,R,.,.,.,K,.,.,R,black,Bxe3,d4e3
r,.,.,.,.,r,k,.,p,.,.,.,q,p,.,p,.,.,p,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,B,.,.,.,N,.,P,.,P,.,P,P,P,.,.,.,.,P,R,.,.,.,K,.,.,R,black,Qxe3+,e7e3
r,.,.,.,.,r,k,.,p,.,.,.,.,p,.,p,.,.,p,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,B,.,.,.,.,.,q,.,P,.,P,P,P,.,N,.,.,P,R,.,.,.,K,.,.,R,black,Rad8,a8d8
.,.,.,r,.,r,k,.,p,.,.,.,.,p,.,p,.,.,p,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,B,.,.,.,.,.,q,.,P,.,P,P,P,.,N,.,.,P,.,.,.,R,K,.,.,R,black,Rxd1+,d8d1
.,.,.,.,.,r,k,.,p,.,.,.,.,p,.,p,.,.,p,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,B,.,.,.,.,.,q,.,P,.,P,P,P,.,N,.,.,P,.,.,.,K,.,.,.,R,black,Rd8+,f8d8
.,.,.,r,.,.,k,.,p,.,.,.,.,p,.,p,.,.,p,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,B,.,.,.,.,.,q,.,P,.,P,P,P,.,N,.,.,P,.,.,.,.,K,.,.,R,black,Rd2,d8d2
.,.,.,.,.,.,k,.,p,.,.,.,.,p,.,p,.,.,p,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,B,.,.,.,.,.,q,.,P,.,P,P,P,r,N,.,.,P,.,.,.,.,.,K,.,R,black,Rxc2,d2c2
.,.,.,.,.,.,k,.,p,.,.,.,.,p,.,p,.,.,p,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,B,P,.,.,.,.,q,.,P,.,P,P,r,.,N,.,.,.,.,.,.,.,.,K,.,R,black,Rxb2,c2b2
.,.,.,.,.,.,k,.,p,.,.,.,.,p,.,p,.,.,p,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,B,P,.,.,.,.,q,.,P,.,P,r,.,.,N,.,.,R,.,.,.,.,.,K,.,.,black,Rxa2,b2a2
.,.,.,.,.,.,k,.,p,.,.,.,.,p,.,p,.,.,p,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,B,P,.,.,.,.,q,.,P,.,r,.,.,.,N,R,.,.,.,.,.,.,.,K,.,.,black,h5,h7h5
.,.,.,.,.,.,k,.,p,.,.,.,.,p,.,.,.,.,p,.,.,.,p,.,.,.,.,.,.,.,.,p,.,.,.,.,.,.,.,P,.,.,.,.,q,B,P,.,r,.,.,.,N,R,.,.,.,.,.,.,.,K,.,.,black,Rc2,a2c2
